AGENCY,Region,Province,PCODE,Municipality,MCODE,Barangay,Intervention_type,Planned_HH,HH_served,Target_Group,Status,Start_data,Completion_date ,Comments,updated,,Combinedlookup
Save the Children,REGION VI (WESTERN VISAYAS),ILOILO,630,SAN DIONISIO,63038,Cubay,NFI - household kits,315,0,home based (non-displaced),Pipeline,0,0,0,41609,,SAN DIONISIOILOILO
Save the Children,REGION VI (WESTERN VISAYAS),ILOILO,630,SAN DIONISIO,63038,Hacienda Conchita,NFI - household kits,263,0,home based (non-displaced),Pipeline,0,0,0,41609,,SAN DIONISIOILOILO
ShelterBox,REGION VII (CENTRAL VISAYAS),CEBU,722,SANTA FE,72244,tbc,Other,678,332,home based (non-displaced),Ongoing,41595,tbc,0,41615,,SANTA FECEBU
ShelterBox,REGION VII (CENTRAL VISAYAS),CEBU,722,MADRIDEJOS,72228,tbc,Other,500,231,home based (non-displaced),Ongoing,41596,tbc,0,41615,,MADRIDEJOSCEBU
ShelterBox,REGION VII (CENTRAL VISAYAS),CEBU,722,BANTAYAN,72209,tbc,Other,330,18,home based (non-displaced),Ongoing,41612,tbc,0,41615,,BANTAYANCEBU
ShelterBox,REGION VII (CENTRAL VISAYAS),CEBU,722,DAANBANTAYAN,72221,"North Malapascua, Logan",Other,16,8,home based (non-displaced),Ongoing,41612,tbc,0,41615,,DAANBANTAYANCEBU
ShelterBox,0,0,#N/A,0,#N/A,0,Other,6282,0,#N/A,Pipeline,0,0,0,0,,
ShelterBox & IOM,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,0,#N/A,Unknown,Other,0,16,home based (non-displaced),Complete,?,?,Originally ntended for IOM staff accom in Guiyan. IOM have reported that 16 x tents were accidently distributed to HH in Eastern Samar,41615,,EASTERN SAMAR
ShelterBox & Plan Int,REGION VIII (EASTERN VISAYAS),LEYTE,837,JAVIER (BUGHO),83724,tbc,Other,0,200,home based (non-displaced),Complete,41608,41612,0,41615,,JAVIER (BUGHO)LEYTE
ShelterBox & Plan Int,REGION VIII (EASTERN VISAYAS),LEYTE,837,MAYORGA,83735,tbc,Other,200,81,home based (non-displaced),Ongoing,41612,tbc,0,41615,,MAYORGALEYTE
ShelterBox & Plan Int,REGION VIII (EASTERN VISAYAS),LEYTE,837,DULAG,83718,tbc,Other,100,65,home based (non-displaced),Ongoing,41612,tbc,0,41615,,DULAGLEYTE
"SHO (NL), Samenwerkende Hulporganisaties",0,0,#N/A,0,#N/A,0,tarpaulins - 1 per HH,5000,0,#N/A,Planned (unfunded),0,0,0,0,,
Solidar Suisse,REGION VI (WESTERN VISAYAS),ILOILO,630,BATAD,63009,0,construction materials,800,0,#N/A,#N/A,41611,0,"shelter repair kit including 10xCGI sheet/HH. 3kg nails. With TECHNICAL ASSISTANCE, to be followed by early recovery (materials and/or technical assistance/training to local artisans), longer term programming.",41609,,BATADILOILO
Solidar Suisse,REGION VI (WESTERN VISAYAS),ILOILO,630,ESTANCIA,63019,0,construction materials,850,0,#N/A,#N/A,41611,0,"shelter repair kit including 10xCGI sheet/HH. 3kg nails. With TECHNICAL ASSISTANCE, to be followed by early recovery (materials and/or technical assistance/training to local artisans), longer term programming. ",41609,,ESTANCIAILOILO
Solidar Suisse,REGION VI (WESTERN VISAYAS),ILOILO,630,SARA,63044,0,construction materials,850,0,#N/A,#N/A,41611,0,"shelter repair kit including 10xCGI sheet/HH. 3kg nails. With TECHNICAL ASSISTANCE, to be followed by early recovery (materials and/or technical assistance/training to local artisans), longer term programming. ",41609,,SARAILOILO
UNFPA,REGION VI (WESTERN VISAYAS),ILOILO,630,ESTANCIA,63019,Botongan / CAMP,NFI - household kits,0,0,#N/A,Planned (unfunded),0,0,0,0,,ESTANCIAILOILO
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Naungan,tarpaulins - 1 per HH,0,600,home based (non-displaced),Ongoing,23/11/13,27/11/13,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Naungan,NFI - household kits,0,600,home based (non-displaced),Ongoing,23/11/14,27/11/14,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Naungan,NFI - kitchen sets,0,600,home based (non-displaced),Ongoing,23/11/15,27/11/15,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Hilbulangan,tarpaulins - 1 per HH,329,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Hilbulangan,NFI - household kits,329,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Hilbulangan,NFI - kitchen sets,329,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Libagong,tarpaulins - 1 per HH,0,148,home based (non-displaced),Ongoing,41286,41286,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Libagong,NFI - household kits,0,148,home based (non-displaced),Ongoing,41286,41286,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Libagong,NFI - kitchen sets,0,148,home based (non-displaced),Ongoing,41286,41286,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Silad,tarpaulins - 1 per HH,309,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Silad,NFI - household kits,309,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Silad,NFI - kitchen sets,309,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Suba,tarpaulins - 1 per HH,0,286,home based (non-displaced),Ongoing,41286,1/12/12013,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Suba,NFI - household kits,0,286,home based (non-displaced),Ongoing,41286,1/12/12013,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Suba,NFI - kitchen sets,0,286,home based (non-displaced),Ongoing,41286,1/12/12013,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Sta Cruz,tarpaulins - 1 per HH,303,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Sta Cruz,NFI - household kits,303,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Sta Cruz,NFI - kitchen sets,303,0,home based (non-displaced),Pipeline,0,0,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Naulayan,tarpaulins - 1 per HH,99,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Naulayan,NFI - household kits,99,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Naulayan,NFI - kitchen sets,99,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Sto Rosario,tarpaulins - 1 per HH,226,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Sto Rosario,NFI - household kits,226,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Sto Rosario,NFI - kitchen sets,226,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,San Vicente,tarpaulins - 1 per HH,343,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,San Vicente,NFI - household kits,343,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,San Vicente,NFI - kitchen sets,343,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Imelda,tarpaulins - 1 per HH,37,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Imelda,NFI - household kits,37,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MATAG-OB,83733,Imelda,NFI - kitchen sets,37,0,home based (non-displaced),Pipeline,0,0,0,41610,,MATAG-OBLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cambalong,tarpaulins - 1 per HH,114,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cambalong,NFI - household kits,114,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cambalong,NFI - kitchen sets,114,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Masumbong,tarpaulins - 1 per HH,124,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Masumbong,NFI - household kits,124,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Masumbong,NFI - kitchen sets,124,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Calunasan,tarpaulins - 1 per HH,120,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Calunasan,NFI - household kits,120,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Calunasan,NFI - kitchen sets,120,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,San Isidro,tarpaulins - 1 per HH,184,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,San Isidro,NFI - household kits,184,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,San Isidro,NFI - kitchen sets,184,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Lundag,tarpaulins - 1 per HH,146,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Lundag,NFI - household kits,146,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Lundag,NFI - kitchen sets,146,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Tubod,tarpaulins - 1 per HH,81,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Tubod,NFI - household kits,81,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Tubod,NFI - kitchen sets,81,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Mat-e,tarpaulins - 1 per HH,113,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Mat-e,NFI - household kits,113,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Mat-e,NFI - kitchen sets,113,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cabaliwan,tarpaulins - 1 per HH,63,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cabaliwan,NFI - household kits,63,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cabaliwan,NFI - kitchen sets,63,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cabantud,tarpaulins - 1 per HH,141,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cabantud,NFI - household kits,141,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Cabantud,NFI - kitchen sets,141,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Mahayag,tarpaulins - 1 per HH,160,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Mahayag,NFI - household kits,160,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,Mahayag,NFI - kitchen sets,160,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,San Jose,tarpaulins - 1 per HH,43,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,San Jose,NFI - household kits,43,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,MERIDA,83736,San Jose,NFI - kitchen sets,43,0,home based (non-displaced),Pipeline,0,0,0,41610,,MERIDALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,San Joaquin,tarpaulins - 1 per HH,226,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,San Joaquin,NFI - household kits,226,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,San Joaquin,NFI - kitchen sets,226,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Visarez,tarpaulins - 1 per HH,305,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Visarez,NFI - household kits,305,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Visarez,NFI - kitchen sets,305,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Potot – coastal,tarpaulins - 1 per HH,168,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Potot – coastal,NFI - household kits,168,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Potot – coastal,NFI - kitchen sets,168,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Guinadiongan - coastal,tarpaulins - 1 per HH,144,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Guinadiongan - coastal,NFI - household kits,144,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Guinadiongan - coastal,NFI - kitchen sets,144,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Tolibao – coastal,tarpaulins - 1 per HH,155,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Tolibao – coastal,NFI - household kits,155,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Tolibao – coastal,NFI - kitchen sets,155,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Talairan – coastal,tarpaulins - 1 per HH,209,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Talairan – coastal,NFI - household kits,209,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Talairan – coastal,NFI - kitchen sets,209,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Libertad - coastal,tarpaulins - 1 per HH,264,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Libertad - coastal,NFI - household kits,264,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Libertad - coastal,NFI - kitchen sets,264,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Gayad - coastal,tarpaulins - 1 per HH,155,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Gayad - coastal,NFI - household kits,155,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Gayad - coastal,NFI - kitchen sets,155,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Balugo -upland,tarpaulins - 1 per HH,86,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Balugo -upland,NFI - household kits,86,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,CAPOOCAN,83714,Balugo -upland,NFI - kitchen sets,86,0,home based (non-displaced),Pipeline,0,0,0,41610,,CAPOOCANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TANAUAN,83748,"San Roque, Sta Nino, Cabuynan, Bislig, Magay, Calloglog, Sta Cruz, Mohon, Canramos, San Miguel, Solano",tarpaulins - 1 per HH,0,400,#N/A,Complete,0,41593,0,0,,TANAUANLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Lao,tarpaulins - 1 per HH,0,600,home based (non-displaced),Complete,24/11/13,24/11/14,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Lao,NFI - household kits,0,600,home based (non-displaced),Complete,24/11/13,24/11/14,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Lao,NFI - kitchen sets,0,600,home based (non-displaced),Complete,24/11/13,24/11/14,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Linao,tarpaulins - 1 per HH,0,130,evacuation center (displaced),Complete,25/11/13,15/11/13,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Linao,NFI - household kits,0,130,evacuation center (displaced),Complete,25/11/14,15/11/14,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Linao,NFI - kitchen sets,0,130,evacuation center (displaced),Complete,25/11/14,15/11/14,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Lilioan,tarpaulins - 1 per HH,0,1017,home based (non-displaced),Complete,22/11/13,26/11/13,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Lilioan,NFI - household kits,0,1017,home based (non-displaced),Complete,22/11/14,26/11/14,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,ORMOC CITY,83738,Lilioan,NFI - kitchen sets,0,1017,home based (non-displaced),Complete,22/11/15,26/11/15,0,0,,ORMOC CITYLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,KANANGA,83726,Tagaytay,tarpaulins - 1 per HH,0,570,home based (non-displaced),Complete,26/11/13,26/11/13,0,0,,KANANGALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,KANANGA,83726,Tagaytay,NFI - household kits,0,570,home based (non-displaced),Complete,26/11/13,26/11/13,0,0,,KANANGALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,KANANGA,83726,Tagaytay,NFI - kitchen sets,0,570,home based (non-displaced),Complete,26/11/13,26/11/13,0,0,,KANANGALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Bustason 1,tarpaulins - 1 per HH,0,498,home based (non-displaced),Complete,0,30/11/13,41609,0,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Bustason 1,NFI - household kits,0,498,home based (non-displaced),Complete,0,30/11/13,41609,0,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Bustason 1,NFI - kitchen sets,0,498,home based (non-displaced),Complete,0,30/11/13,41609,0,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Bustason 2,NFI - household kits,0,240,home based (non-displaced),Complete,0,30/11/13,41609,0,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Bustason 2,tarpaulins - 1 per HH,0,240,home based (non-displaced),Complete,0,30/11/13,41609,0,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Bustason 2,NFI - kitchen sets,0,240,home based (non-displaced),Complete,0,30/11/13,41609,0,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Gibacungan,tarpaulins - 1 per HH,0,440,home based (non-displaced),Complete,0,29/11/2013,0,41610,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Gibacungan,NFI - household kits,0,440,home based (non-displaced),Complete,0,29/11/2013,0,41610,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,TABANGO,83745,Gibacungan,NFI - kitchen sets,0,440,home based (non-displaced),Complete,0,29/11/2013,0,41610,,TABANGOLEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Fatima,tarpaulins - 1 per HH,0,239,home based (non-displaced),Complete,0,30/11/13,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Fatima,NFI - household kits,0,239,home based (non-displaced),Complete,0,30/11/13,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),LEYTE,837,VILLABA,83751,Fatima,NFI - kitchen sets,0,239,home based (non-displaced),Complete,0,30/11/13,0,41610,,VILLABALEYTE
UNHCR,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GUIUAN,82609,Barangay 09,tarpaulins - 1 per HH,0,269,#N/A,Complete,41602,0,0,41610,,GUIUANEASTERN SAMAR
UNHCR,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,826,GUIUAN,82609,Barangay 07,tarpaulins - 1 per HH,0,172,#N/A,Complete,41603,0,0,41610,,GUIUANEASTERN SAMAR
